Year,Country,Location,Latitude,Longitude,Focal Depth (km),Mag,Deaths
557,TURKEY,ISTANBUL (CONSTANTINOPLE),40.9,27.6,,7,
740,TURKEY,ISTANBUL (CONSTANTINOPLE),40.7,29.3,,7.3,
1039,TURKEY,ISTANBUL (CONSTANTINOPLE),38.4,27.3,,6.8,
1231,TURKEY,ISTANBUL (CONSTANTINOPLE),41,28.6,,6.9,
1343,TURKEY,ISTANBUL (CONSTANTINOPLE),40.8,28.3,,7.5,
1646,TURKEY,ISTANBUL (CONSTANTINOPLE),41.04,28.98,,,
1509,TURKEY,ISTANBUL,40.8,28.1,,7.7,5000
1556,TURKEY,ISTANBUL,41,29,,,
2019,TURKEY,ISTANBUL,40.89,28.173,10,5.7,1
1629,GREECE,ISLANDS OF CYTHERA AND CRETE,36,25,70,7,
1867,VENEZUELA,ISLA DE MARGARITA,10.9,-64.1,,,
2007,KYRGYZSTAN,ISFARIA,39.803,70.311,18,6,
1586,JAPAN,ISE BAY,35,136.8,,8.2,8000
1828,ITALY,ISCHIA ISLAND,40.7,13.9,,,28
1881,ITALY,ISCHIA ISLAND,40.7,13.9,,,121
2017,ITALY,ISCHIA ISLAND,40.783,13.939,3,4.2,2
1883,ITALY,ISCHIA IS,40.7,13.9,,,2313
1930,ITALY,IRPINIA,41.1,15.4,7,6.5,1430
1919,INDONESIA,IRIAN JAYA REGION,-2.55,140.75,,,
1995,INDONESIA,IRIAN JAYA REGION,-4.183,135.109,33,6.9,
1864,INDONESIA,IRIAN JAYA,-1,135,,7.8,
1118,UK,IRELAND,,,,,
1734,UK,IRELAND,,,,,
1934,CHILE,"IQUIQUE, PISAGUA, SAPIGA, NEGRERO",-19.5,-69.5,130,6.9,
1869,CHILE,"IQUIQUE, PISAGUA",-19.6,-70.2,,,
1869,CHILE,"IQUIQUE, PICA; PERU",-19.6,-70.23,30,7.5,
1869,CHILE,IQUIQUE,-21,-70,,6.8,
1877,CHILE,IQUIQUE,-20.2,-70.1,,,
1885,CHILE,IQUIQUE,-20.2,-70.1,,,
1903,CHILE,IQUIQUE,-20.2,-70.15,,,
2014,CHILE,IQUIQUE,-19.965,-70.814,21,6.7,
1923,COLOMBIA,IPIALES,1,-77.5,,5.3,300
1743,GREECE,"IONIAN SEA, AMALIAS, GARGALIANOI, KALAMAI",39,20.3,,6.9,
1866,GREECE,"IONIAN SEA, AMALIAS, GARGALIANOI, KALAMAI",36,23,,6,
1997,GREECE,"IONIAN SEA, AMALIAS, GARGALIANOI, KALAMAI",37.57,20.656,33,6.6,
2018,GREECE,IONIAN SEA,37.506,20.563,14,6.8,
1988,GREECE,IONIAN SEA,37.938,20.932,25,5.8,
1983,GREECE,IONIAN SEA,38.026,20.228,14,7.2,
1815,GREECE,IONIAN ISLANDS,38.8,20.5,,,
1825,GREECE,IONIAN ISLANDS,38.75,20.75,,6.8,58
1784,ITALY,IONIAN CALABRIA,38.317,16.4,,4.1,
1919,GREECE,"IOANNINA,KONITSA",39.4,20.5,,,
1898,GREECE,IOANNINA,39.75,20.75,,6.2,
2004,NEW ZEALAND,"INVERCARGILL, SOUTHLAND, OTAGO",-46.676,164.721,10,7.1,
1689,AUSTRIA,INNSBRUCK; GERMANY,47.7,10.9,,,19
1670,AUSTRIA,"INNSBRUCK, SCHWAZ",47.2,11.4,,,
1668,PAKISTAN,INDUS DELTA; INDIA,24,68,10,,
1979,USA,IMPERIAL VALLEY; MEXICO,32.634,-115.324,10,6.9,
2016,INDIA,IMPAHL,24.804,93.651,55,6.7,13
1902,PHILIPPINES,"ILOILO,PANAY",10.8,122.6,,,
1880,CHILE,ILLAPEL,-31.62,-71.18,,7.7,2
1943,CHILE,ILLAPEL,-30.75,-72,35,8.2,11
2014,IRAN,ILAM PROVINCE,32.663,47.673,6,6.2,
1946,TURKEY,"IIGIN, KONYA",38.2,31.8,60,5.6,12
1962,TURKEY,IGDIR,39.9,43.9,,5.5,1
1854,JAPAN,"IGA, ISE, YAMATO",35,136,,,1352
1950,PERU,"ICA,CHIMBOTE,HUARAZ,CAJAMARCA,CUZCO,MOQUEGUA",-14.25,-75.75,80,7,4
2007,PERU,"ICA, PISCO, LIMA",-13.386,-76.603,39,8,514
1664,PERU,"ICA, PISCO",-14.1,-75.8,15,7.3,400
1942,PERU,"ICA, NAZCA",-15,-76,60,8.2,30
1594,PERU,ICA,-14,-76,,,40
1813,PERU,ICA,-14.1,-75.4,,,32
2012,PERU,ICA,-14.168,-75.635,43,6.4,
1518,NORTH KOREA,HWANGHAE-DO,38,125,,6.7,
1987,PAPUA NEW GUINEA,"HUON PENINSULA, UMBOI ISLAND",-6.088,147.689,55,7.6,3
2007,USA,HUNTINGTON,39.465,-111.237,2,4.2,9
1343,CHINA,HUNAN PROVINCE,34.9,105.8,,,
778,CHINA,HUNAN PROVINCE,28.1,111.4,,,
999,CHINA,HUNAN PROVINCE,29,112,,,
1631,CHINA,HUNAN PROVINCE,29.3,111.7,,6.5,
1710,CHINA,HUNAN PROVINCE,27.8,111.3,,5.5,
1992,USA,HUMBOLDT COUNTY,40.368,-124.316,15,7.1,
1871,USA,HUMBOLDT COUNTY,40.4,-124.2,,5.9,
1967,COLOMBIA,"HUILA, NEIVA, RIVERA,SAN ANTONIO",2.9,-74.9,60,6.8,98
2017,COLOMBIA,HUILA,3.449,-74.672,38,5.5,
1310,CHINA,HUBEI PROVINCE,31.2,112.2,,,3466
1634,CHINA,HUBEI PROVINCE,30.7,115.1,,5.5,
1856,CHINA,HUBEI PROVINCE,29.7,108.8,,5.5,300
1932,CHINA,HUBEI PROVINCE,31.4,115,15,6,6
1961,CHINA,HUBEI PROVINCE,30.5,110,,4.9,
2006,CHINA,HUBEI,31.56,113.21,10,4.5,
1969,PERU,"HUAYTAPALLANA, LAMPA, CHILIFRUTA",-11.7,-75.1,43,6.2,150
1963,PERU,"HUAYLLACAYAN,CAJACAY,MALYAS,MALVAS,HUARAZ",-10.385,-78.022,75,7,1
1986,PERU,"HUARMEY, CASMA, HUARAX, CHIMBOTE",-9.505,-77.512,39,5.3,1
1937,PERU,"HUANCABAMBA,OXAPAMPA,EL PROGRESO,SAN DAVID",-10.5,-76.5,10,6.2,15
1912,PERU,"HUANCABAMBA,CAJAMARCA; ECUADOR",-5.62,-80.413,30,7,
1957,TAIWAN,"HUALIEN, TAIPEI",23.9,121.6,69,7.2,11
1988,TAIWAN,"HUALIEN, SU-HUA",23.902,121.598,51,5.7,1
1990,TAIWAN,"HUALIEN,  TAIPEI",23.916,121.636,12,6.2,2
1990,TAIWAN,HUA-LIEN,23.722,121.627,10,6.3,
2004,TAIWAN,HUALIEN,24.081,121.611,45,5.2,2
1967,TAIWAN,HUALIEN,24.5,122.2,65,7,2
1972,TAIWAN,HUALIEN,23.6,121.6,33,6.9,4
1986,TAIWAN,HUALIEN,24.125,121.619,19,6.4,1
2009,TAIWAN,HUALIEN,23.796,121.605,57,6.4,
2018,TAIWAN,HUALIEN,24.174,121.653,11,6.4,17
2019,TAIWAN,HUALIEN,23.989,121.693,20,6.1,1
1929,MYANMAR (BURMA),HTAWGAW,25.5,98,,5.5,
2008,IRAN,HORMOZGAN PROVINCE,26.743,55.828,12,6.1,7
2013,IRAN,HORMOZGAN,26.56,57.77,15,6.1,2
1482,IRAN,"HORMOZ,OMAN",26.1,56.9,,6.5,
1984,JAPAN,HONSHU ISLAND,34.006,141.5,48,6.9,
1987,JAPAN,HONSHU ISLAND,37.447,137.865,23,5.1,
1992,JAPAN,HONSHU ISLAND,39.419,143.33,29,7,
2004,JAPAN,HONSHU,33.184,137.071,10,7.4,
2004,JAPAN,HONSHU,33.07,136.618,14,7.2,
1961,JAPAN,HONSHU,36,136.7,,7.3,10
1964,JAPAN,HONSHU,38.65,139.2,40,7.5,26
2007,JAPAN,HONSHU,37.336,136.588,8,6.7,1
2007,JAPAN,HONSHU,37.57,138.478,10,6.6,9
2000,JAPAN,HONSHU,35.456,133.134,10,6.7,
2007,JAPAN,HONSHU,34.807,136.239,16,4.6,
1992,JAPAN,HONSHU,35.106,139.644,100,5.6,
2003,JAPAN,HONSHU,34.998,140.172,52,5.7,
2005,JAPAN,HONSHU,35.498,139.982,61,5.9,
2008,JAPAN,HONSHU,39.03,140.881,8,6.9,13
1925,JAPAN,HONSHU,35.75,134.75,,6.8,395
1872,JAPAN,HONSHU,34.9,132,,7.4,804
1927,JAPAN,HONSHU,35.6,135.1,10,7.3,3022
1962,JAPAN,HONSHU,38.8,140.9,104,6.8,1
2015,JAPAN,HONSHU,31.529,140.213,10,5.7,
1910,JAPAN,HONSHU,33,138.5,350,7.4,
1946,JAPAN,HONSHU,33,135.6,20,8.1,1362
1980,JAPAN,HONSHU,34.808,139.181,15,6.2,
1983,JAPAN,HONSHU,35.5,139.07,25,5.3,1
2009,JAPAN,HONSHU,34.743,138.264,40,6.4,1
1943,JAPAN,HONSHU,35.3,133.9,10,7.4,1400
1945,JAPAN,HONSHU,34.7,137.2,,7.1,2306
1992,JAPAN,HONSHU,32.536,141.641,16,6.3,
1997,JAPAN,HONSHU,31.959,141.878,10,6.2,
2000,JAPAN,HONSHU,33.901,139.376,10,6.5,
1751,JAPAN,HONSHU,37.2,138.1,,6.6,2100
1833,JAPAN,HONSHU,38.9,139.15,,7.4,35
1939,JAPAN,HONSHU,40.1,139.5,,7,27
2004,JAPAN,HONSHU,37.226,138.779,16,6.6,40
2004,JAPAN,HONSHU,37.284,138.885,14,5.9,
2004,JAPAN,HONSHU,37.396,138.862,10,5.5,
887,JAPAN,HONSHU,37.5,138.1,,6.5,
1989,JAPAN,HONSHU,39.837,142.76,29,7.4,
2008,JAPAN,HONSHU,39.802,141.464,108,6.8,1
2003,JAPAN,HONSHU,38.432,141.003,10,5.5,
1616,JAPAN,HONSHU,38.1,142,,7,
1861,JAPAN,HONSHU,38.5,142,,7.4,
1954,JAPAN,HONSHU,38.9,142.2,30,6.5,
2012,JAPAN,HONSHU,37.89,143.949,31,7.2,
1974,JAPAN,HONSHU,36,139.82,58,5.7,2
2003,JAPAN,HONSHU,38.849,141.568,68,7,
1989,JAPAN,HONSHU,34.942,139.193,5,5,
2009,JAPAN,HONSHU,34.921,139.261,7,4.9,
1993,JAPAN,HONSHU,37.634,137.245,11,6.3,
1930,JAPAN,HONSHU,35,139,19,7.1,259
2008,JAPAN,HONSHU,36.158,141.521,39,6.8,
2011,JAPAN,HONSHU,38.435,142.842,32,7.5,
2011,JAPAN,HONSHU,38.034,143.264,23,7,
2013,JAPAN,HONSHU,37.2,144.6,10,7.1,
1987,JAPAN,HONSHU,35.362,140.214,63,6,2
1984,JAPAN,HONSHU,35.789,137.488,10,6.1,29
1983,JAPAN,HONSHU,40.462,139.102,24,7.7,4
1931,JAPAN,HONSHU,36.1,139.2,20,7,16
1935,JAPAN,HONSHU,35,138,10,6.3,9
1994,JAPAN,HONSHU,40.525,143.419,27,7.8,3
2011,JAPAN,HONSHU,38.297,142.372,30,9.1,1475
2011,JAPAN,HONSHU,37.001,140.401,11,6.6,7
2015,JAPAN,HONSHU,39.856,142.881,23,6.7,
2003,SOLOMON ISLANDS,"HONIARA, SAN CRISTOBAL",-10.491,160.77,33,7.3,
1985,SOLOMON ISLANDS,"HONIARA, GUADACANAL",-9.829,159.854,32,6.9,
1991,USA,"HONEYDEW, WHITETHORN, PETROLIA",40.235,-124.348,12,6.2,
1805,COLOMBIA,"HONDA,MARIQUITA",5.3,-74.6,,,200
1968,KENYA,"HOMA BAY, USIRI, GOT KOKECH",-0.6,34.4,33,4.6,1
1993,JAPAN,HOKKAIDO; RUSSIA,42.851,139.197,17,7.7,23
1982,JAPAN,"HOKKAIDO, URAKAWA, HIROO",42.158,142.361,44,6.7,110
1881,JAPAN,HOKKAIDO ISLAND,43.3,147.3,,7,
1973,JAPAN,HOKKAIDO ISLAND,43.2,145.8,48,7.7,
1843,JAPAN,HOKKAIDO,42,146,,8.4,
2004,JAPAN,HOKKAIDO,44.119,141.793,10,5.8,
2004,JAPAN,HOKKAIDO,42.9,145.228,35,6.8,
2004,JAPAN,HOKKAIDO,43.006,145.119,39,7,
1904,JAPAN,HOKKAIDO,42.5,145.8,40,7.6,
1905,JAPAN,HOKKAIDO,45,143,230,7.5,
1910,JAPAN,HOKKAIDO,42,145,60,7.5,
1952,JAPAN,HOKKAIDO,42.15,143.85,45,8.1,33
1952,JAPAN,HOKKAIDO,41.7,142.5,,7.1,
1969,JAPAN,HOKKAIDO,45,143.2,204,7.6,
2003,JAPAN,HOKKAIDO,41.815,143.91,27,8.3,
2008,JAPAN,HOKKAIDO,41.892,143.754,25,6.8,
2012,JAPAN,HOKKAIDO,40.887,144.944,12,6.9,
2018,JAPAN,HOKKAIDO,42.671,141.933,33,6.6,44
1993,JAPAN,"HOKKADIO, KUSHIRO, HACHINOHE, HONSHU",43.3,143.691,102,7.6,2
1946,ALGERIA,HODNA MOUNTAINS,35.75,5,,5.6,264
1906,GHANA,"HO, AKPAFU, PALIME, MISA, ACCRA; TOGO",6.5,0.3,,5,
2005,VIETNAM,HO CHI MINH CITY,9.985,108.383,10,4.5,
1662,JAPAN,HIUGANADA,31.7,132,,7.6,
1929,JAPAN,HIUGANADA,31.7,132.2,30,6.8,
2001,JAPAN,"HIROSHIMA, OKAYAMA, HONSHU, KAGAMA",34.083,132.526,50,6.8,2
1766,JAPAN,HIROSAKI,40.9,140.7,,6.9,1700
1857,TURKEY,HINIS,38.4,42.1,,6.7,
818,AFGHANISTAN,HINDU-KUSH; KAZAHKSTAN,36.8,66.2,50,7.5,
1949,AFGHANISTAN,"HINDU-KUSH, WEST PUNJAB",36,70.5,230,7.5,
1997,AFGHANISTAN,"HINDU-KUSH, MALAKAND-PESHAWAR",36.411,70.945,196,6.4,1
1976,AFGHANISTAN,HINDU-KUSH,36.61,67.79,33,5.5,50
1909,AFGHANISTAN,HINDU-KUSH,36.5,70.5,230,8.1,
1994,AFGHANISTAN,HINDU KUSH,36.901,67.163,19,6.1,160
1972,AFGHANISTAN,HINDU KUSH,36.2,69.7,47,6.1,11
2002,AFGHANISTAN,HINDU KUSH,36.502,70.482,226,7.4,166
1990,AFGHANISTAN,HINDU KUSH,36.415,70.789,217,5.6,43
2001,AFGHANISTAN,HINDU KUSH,35.169,69.389,62,5,4
1983,AFGHANISTAN,HINDU KUSH,36.372,70.738,215,7.2,26
2004,AFGHANISTAN,HINDU KUSH,36.512,71.029,187,6.5,3
1984,PAKISTAN,HINDU KUSH,36.431,70.826,208,6.1,4
1985,AFGHANISTAN,HINDU KUSH,36.19,70.896,99,6.6,5
1990,AFGHANISTAN,HINDU KUSH,35.121,70.486,114,6,11
2002,AFGHANISTAN,HINDU KUSH,36.062,69.315,8,6.1,1000
2018,AFGHANISTAN,HINDU KUSH,35.817,68.682,22,4.9,
1991,AFGHANISTAN,HINDU KUSH,36.416,70.912,33,4.1,
1908,AFGHANISTAN,HINDU KUSH,36.5,70.5,220,7,
1911,AFGHANISTAN,HINDU KUSH,36,70.5,190,7.6,
1921,AFGHANISTAN,HINDU KUSH,36.5,70.5,215,7.8,
1922,AFGHANISTAN,HINDU KUSH,36.5,70.5,230,7.5,
1929,AFGHANISTAN,HINDU KUSH,36.5,70.5,220,7.1,
1937,AFGHANISTAN,HINDU KUSH,36.5,70.5,240,7.2,
2009,AFGHANISTAN,HINDU KUSH,36.517,70.95,18,6.1,5
2012,AFGHANISTAN,HINDU KUSH,36.023,69.351,16,5.8,75
2015,AFGHANISTAN,HINDU KUSH,36.524,70.368,231,7.5,399
1893,ALBANIA,"HIMARA, DHERMI, KUC, KUDHESI, VLORE, KANINA",40.2,19.7,,7.5,
1895,ALBANIA,HIMARA,40.1,19.4,,,
1973,USA,HILO,19.936,-155.098,48,6.5,
1895,USA,HIGH BRIDGE,40.667,-74.883,,4.3,
1932,GREECE,HIERISSOS-STRANTONION (CHALKIDIKI),40.5,23.9,35,6.9,161
1858,JAPAN,HIDA,36,137.5,,,203
2014,GERMANY,HESSE,49.799,8.69,5,3.6,
2004,AFGHANISTAN,HERAT,34.89,61.852,,4.6,
2002,FRANCE,"HENNEBONT, LANGUIDIC, LORIENT, TREMOREL",47.832,-3.207,10,4.2,
1115,IRAN,"HENGAM ISLAND,KISH ISLAND",26.4,55.5,,,
1703,IRAN,"HENGAM ISLAND,KISH ISLAND",26.4,55.5,,,
1963,IRAN,HENDOJAN,37,57.9,33,7,4
1943,TURKEY,"HENDEK, ADAPAZARI",40.6,30.5,15,6.2,285
1943,TURKEY,HENDEK,40.8,30.5,,6.6,285
1502,CHINA,HENAN PROVINCE,35.7,115.3,,6.5,50
46,CHINA,HENAN PROVINCE,33,112.5,,6.5,
344,CHINA,HENAN PROVINCE,35.4,114.3,,,101
1814,CHINA,HENAN PROVINCE,35.8,114.4,,5.3,4
1820,CHINA,HENAN PROVINCE,34.1,113.8,,6,430
1959,CHINA,HENAN PROVINCE,31.8,115.3,,5,
93,TURKEY,HELLESPONT,40.6,26.7,,,
1935,USA,HELENA,46.6,-112,,6.2,2
1935,USA,HELENA,46.6,-112,,6,2
1880,TURKEY,HELEDDI,42,35.2,,5.5,
2018,PAPUA NEW GUINEA,HELA,-5.841,142.49,10,6.3,4
1941,CHINA,HEILONGJIANG PROVINCE,47,127.2,,6,132
1963,CHINA,HEILONGJIANG PROVINCE,47.9,130.6,,5.8,
1959,USA,HEBGEN LAKE,44.712,-111.215,5,7.7,28
777,CHINA,HEBEI PROVINCE,37.8,115.2,,,200
1967,CHINA,HEBEI PROVINCE,37.717,115.217,25,5.7,
1568,CHINA,HEBEI PROVINCE,39,119,,6,
1967,CHINA,HEBEI PROVINCE,38.5,116.5,30,6.3,
1704,CHINA,HEBEI PROVINCE,38,116.5,,5.5,
1068,CHINA,HEBEI PROVINCE,38.5,116.1,,6,
1621,CHINA,HEBEI PROVINCE,39.5,116.7,,5.5,
1628,CHINA,HEBEI PROVINCE,40.6,114.2,,6.3,63
1658,CHINA,HEBEI PROVINCE,39.4,115.7,,6,
1679,CHINA,HEBEI PROVINCE,40,117,,8,13162
1720,CHINA,HEBEI PROVINCE,40.4,115.5,,6.8,
1830,CHINA,HEBEI PROVINCE,36.4,114.2,,7.5,7477
1882,CHINA,HEBEI PROVINCE,38.1,115.5,,5.8,11
1911,CHINA,HEBEI PROVINCE,39.8,114.5,,5.5,
1945,CHINA,HEBEI PROVINCE,39.5,119,,6.3,17
1956,CHINA,HEBEI PROVINCE,40.5,115.5,,5,
1966,CHINA,HEBEI PROVINCE,37.47,115.03,,5.2,
1966,CHINA,HEBEI PROVINCE,37.35,114.92,8,7.4,
1966,CHINA,HEBEI PROVINCE,37.27,114.97,,5.6,
1966,CHINA,HEBEI PROVINCE,37.5,115.1,15,7.6,
1966,CHINA,HEBEI PROVINCE,37.68,115.27,,6.2,
1966,CHINA,HEBEI PROVINCE,37.25,114.78,,5.3,
1314,CHINA,HEBEI,36.5,113.8,,6,340
1337,CHINA,HEBEI,40.4,115.7,,6.5,
1957,IRAN,"HAZANDERAN, ABEGARM",36.1,52.7,14,6.6,1100
1868,USA,"HAYWARD,SAN FRANCISCO",37.7,-122.1,,6.8,30
1973,NEW ZEALAND,HAWKES BAY,-39.58,176.57,38,5.1,
1931,NEW ZEALAND,HAWKE BAY,-39.772,176.025,35,7.7,261
1810,CUBA,"HAVANA,SANTIAGO DE CUBA",23.8,-82.2,,,
1693,CUBA,HAVANA,23.1,-82.4,,,
1855,SWITZERLAND,HAUT-VALAIS,46.3,7.9,,,1
1901,TURKEY,"HASANKALE,HINS,ERZURUM",40,41.5,,6.1,
1115,TURKEY,"HARRAN,KUFA,SAMSAT,EL-SUN",36.8,39,,,
2014,USA,HARRAH,35.524,-97.146,5,3.9,
1997,PAKISTAN,"HARNAI-SIBI, QUETTA",29.976,68.208,33,7.1,60
1825,IRAN,HARHAZ,36.1,52.6,,6.7,
1990,IRAN,HANNA,31.107,51.678,47,4.7,
1717,JAPAN,HANAMAKI,39,142.7,,7.6,
2013,ALGERIA,HAMMAM MELOUANE,36.534,3.086,10,4.8,
1727,NORTH KOREA,HAMHUNG,39.5,127.3,,5.7,
1354,SYRIA,"HAMAH (HAMA),HIMS (HUMS),BALABAKK",35.1,36.4,,,24
956,IRAN,HAMADAN,34.9,48.4,,,
1872,IRAN,HAMADAN,34.5,48,,,
957,IRAQ,HALWAN; IRAN,34.8,44.8,,,
958,IRAQ,"HALWAN,JALULA,KHANIKIN,BAGHDAD",33.2,44.2,,,
1860,INDONESIA,HALMAHERA ISLAND,-1.25,128.5,,,
2003,INDONESIA,HALMAHERA,1.142,128.152,10,6,
2006,INDONESIA,HALMAHERA,2.52,128.283,39,6.2,
1994,INDONESIA,HALMAHERA,-1.258,127.98,17,6.8,1
1859,USA,HALF MOON BAY,37.6,-122.3,,,
552,SYRIA,HALAB (ALEPPO); TURKEY,36.1,37.1,,,
951,SYRIA,"HALAB (ALEPPO),RAHBA,DULUK; TURKEY",36.1,37.1,,,
1169,SYRIA,"HALAB (ALEPPO),DIMASHQ (DAMASCUS)",36.2,37.2,,,80000
1156,SYRIA,"HALAB (ALEPPO), MALATICH",36.2,37.2,,,2000
1157,SYRIA,HALAB (ALEPPO),35.1,36.3,,,8000
1404,SYRIA,HALAB (ALEPPO),36.1,37.1,,,
1616,SYRIA,HALAB (ALEPPO),36.1,37.1,,,
2005,TURKEY,HAKKARI,37.622,43.703,41,5.9,2
2006,TURKEY,HAKKARI,37.605,43.787,10,4.1,
2004,INDIA,"HAILAKANDI, CACHAR",24.757,92.539,35,5.4,
1965,IRAN,"HADJIABAD, SARKHUN, SARCHAHAN",28.1,55.9,40,6,
2007,IRAN,"HADJI ABAD, ORZUIYEH",28.154,56.652,10,5,
1910,TURKEY,"HACIHAMZA,OSMANCIK,ISKILIP",40.9,34.6,,6.1,
1139,AZERBAIJAN,GYZNDZHA,40.3,46.3,,,230000
1763,HUNGARY,GYOR; CZECHOSLOVAKIA,47.7,18.2,,6.2,83
2016,SOUTH KOREA,GYEONGJU,35.781,129.216,13,5.4,1
1947,PAKISTAN,GWADAR,25.5,63,,7.6,
2014,USA,GUTHRIE,35.937,-97.271,5,4.1,
1208,TURKMENISTAN,GURGANDZHE,42,60,10,6.1,2000
1879,EGYPT,GULF OF SUEZ,29,33,,5.9,
1869,TURKEY,"GULF OF KERAMOS, MENTESE",37,28,,7.5,3
803,TURKEY,GULF OF ISKENDERUN,36.95,35.6,,,
1951,NICARAGUA,GULF OF FONSECA,13,-87.5,100,6,
1951,NICARAGUA,GULF OF FONSECA,13,-87.5,100,5.5,
1919,NICARAGUA,GULF OF FONSECA,12.33,-88.291,20,6.6,
2014,EL SALVADOR,GULF OF FONSECA,12.526,-88.123,40,7.3,1
1959,MEXICO,GULF OF CAMPECHE,18.3,-94.4,,6.9,25
1907,MEXICO,GULF OF CALIFORNIA,28,-112.5,60,7.7,
1988,USA,GULF OF ALASKA,57.262,-142.747,15,7.8,
1854,USA,GULF OF ALASKA,57,-152,,,
1908,USA,GULF OF ALASKA,61,-146.2,,6,
1925,USA,GULF OF ALASKA,60,-146,,6.8,
1987,USA,GULF OF ALASKA,58.586,-143.27,10,7.2,
2001,INDIA,GUJARAT,23.419,70.232,16,7.7,20005
2006,INDIA,GUJARAT,23.777,70.899,10,5.5,
2006,INDIA,GUJARAT,23.322,70.477,10,5.5,
2007,INDIA,GUJARAT,21.181,70.724,10,5.1,1
2008,INDIA,GUJARAT,23.33,70.592,10,4.5,
2011,INDIA,GUJARAT,21.211,70.533,10,5,
1551,CHINA,GUIZHOU PROVINCE,25.8,105.2,,5,
1948,CHINA,GUIZHOU PROVINCE,27.4,104,,5.8,3
2010,CHINA,GUIZHOU PROVINCE,25.558,105.804,27,4.4,7
1899,MEXICO,GUERRERO-OAXACA,17,-98,60,8.4,
2014,MEXICO,GUERRERO; MEXICO CITY,17.397,-100.972,24,7.2,
1855,MEXICO,"GUERRERO,OAXACA",17,-96.3,,,
1776,MEXICO,"GUERRERO,MORELOS,OAXACA,MEXICO CITY",16.7,-99.2,,,
1887,MEXICO,"GUERRERO,MORELOS",28.2,-100.2,,,
1909,MEXICO,"GUERRERO,MICHOACAN",17,-101.2,,4.7,
1820,MEXICO,"GUERRERO, OAXACA, PUEBLA, VERACRUZ",17.2,-99.6,,7.6,
1995,MEXICO,"GUERRERO, OAXACA, PUEBLA, MEXICO CITY",16.779,-98.597,23,7.4,3
2012,MEXICO,"GUERRERO, OAXACA",16.493,-98.231,20,7.4,2
2004,MEXICO,"GUERRERO, MEXICO CITY",17.488,-101.303,29,6.1,
2007,MEXICO,"GUERRERO, ATOYAC",17.302,-100.198,34,6,
1784,MEXICO,"GUERRERO, ACAPULCO",16.9,-99.9,,,
1943,MEXICO,GUERRERO,16.7,-101.5,60,7.5,11
1937,MEXICO,GUERRERO,16.7,-98.5,60,7.5,4
1999,MEXICO,GUERRERO,18.324,-101.539,69,6.3,
1887,MEXICO,GUERRERO,17.7,-100,,,
1889,MEXICO,GUERRERO,17.7,-100,,,
1902,MEXICO,GUERRERO,17.6,-99.7,,7,2
1907,MEXICO,GUERRERO,17,-100,60,8.3,8
1908,MEXICO,GUERRERO,18,-99,80,8.1,
1908,MEXICO,GUERRERO,17,-101,,7.5,
1950,MEXICO,GUERRERO,16.5,-100.4,,6.8,
1956,MEXICO,GUERRERO,17,-99.5,,6.5,
1964,MEXICO,GUERRERO,18.3,-100.4,100,7.4,78
1979,MEXICO,GUERRERO,17.813,-101.276,49,7.6,5
2011,MEXICO,GUERRERO,17.844,-99.963,54,6.4,2
1982,MEXICO,"GUERERRO, ORZIBA, OAXACA, GUADALUPE",16.558,-98.358,34,7,9
1937,ALGERIA,"GUELMA, LAPAINE",36.4,7.5,,5.2,
1868,ECUADOR,"GUAYAQUIL,IBARRA; COLOMBIA",0.31,-78.18,20,7.7,70000
1942,ECUADOR,GUAYAQUIL,-0.75,-81.5,30,7.9,200
1943,ECUADOR,GUAYAQUIL,-2.1,-80.5,100,6.9,
1971,PERU,GUAYAQUIL,-2.7,-77.4,135,6.3,1
2007,ECUADOR,GUAYAQUIL,-2.312,-77.838,123,6.8,
1991,GUATEMALA,"GUATEMALA CITY, PACHUTA, SOLOLA",14.646,-90.986,5,6.2,25
1917,GUATEMALA,GUATEMALA CITY,14.6,-90.6,,6,2650
1918,GUATEMALA,GUATEMALA CITY,14,-90,,,
2007,GUATEMALA,GUATEMALA CITY,13.554,-90.618,23,6.7,
1994,CHINA,"GUANGXI PROVINCE, GUANDONG PROVINCE",20.524,109.33,33,5.3,
1936,CHINA,GUANGXI PROVINCE,22.5,109.4,,6.8,
1958,CHINA,GUANGXI PROVINCE,22.5,109.5,,5.8,
2005,CHINA,GUANGXI PROVINCE,23.604,107.798,10,4.2,1
2016,CHINA,GUANGXI PROVINCE,24.134,111.478,25,4.9,
2019,CHINA,GUANGXI PROVINCE,22.96,106.711,10,5,1
1969,CHINA,GUANGDONG PROVINCE,22.317,111.8,5,6.4,3000
1067,CHINA,GUANGDONG PROVINCE,23.6,116.5,,6.8,
1600,CHINA,GUANGDONG PROVINCE,23.5,117.2,,7,
1605,CHINA,GUANGDONG PROVINCE,19.9,110.5,,7.5,2000
1611,CHINA,GUANGDONG PROVINCE,21.5,111.3,,5.5,2
1640,CHINA,GUANGDONG PROVINCE,23,117,,,
1641,CHINA,GUANGDONG PROVINCE,23.5,116.5,,5.8,
1895,CHINA,GUANGDONG PROVINCE,23.5,116.5,,6,
1911,CHINA,GUANGDONG PROVINCE,23,115.3,,5.5,
1918,CHINA,GUANGDONG PROVINCE,23.5,117.2,23,7.3,2000
1962,CHINA,GUANGDONG PROVINCE,23.72,114.67,25,6.1,1
1888,VENEZUELA,GUANARE,9.2,-69.8,,,
